sheet,slot,id,pair,strategy,side,entry_pct,step,orders,size,max_size,mult,target,tp,profit,realized,unrealized,volume,note
2026-05-19/031,3,5175033193,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.06,1.8,,50,1513.90,1606.46,-92.55,3398676,
2026-05-19/031,4,4306480552,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.06,1.8,,50,1537.33,1612.53,-75.19,2716352,
2026-05-19/032,1,5040156247,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.06,1.8,,50,1626.41,1718.02,-91.61,2568569,
2026-05-19/032,2,4972585847,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.05,1.8,,50,1435.24,1506.17,-70.93,2240650,
2026-05-19/032,3,6076296260,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.04,1.8,,50,997.96,1061.18,-63.22,1831775,
2026-05-19/032,4,5740916653,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.07,1.8,,50,1842.40,1842.40,0,2918060,мешок ноль
2026-05-19/033,1,5086057170,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.08,1.8,,50,2034.32,2069.42,-35.10,3176125,
2026-05-19/033,2,5176341140,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.04,1.6,,50,1137.24,1195.69,-58.44,1811736,
2026-05-19/033,3,6372369046,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.05,1.6,,50,1378.98,1455.95,-76.97,2255760,
2026-05-19/033,4,6270383081,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.06,1.6,,50,1681.63,1768.10,-86.47,2528218,
2026-05-19/034,1,5183753218,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.06,1.6,,50,1851.55,1851.55,0,2913938,мешок ноль
2026-05-19/034,2,5669903224,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.07,1.6,,50,1692.47,1692.47,0,2865785,мешок ноль
2026-05-19/034,3,5911465855,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.08,1.6,,50,1998.91,1998.91,0,3117894,мешок ноль
2026-05-19/034,4,6042781523,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.04,1.7,,50,986.12,1044.47,-58.35,1815172,
2026-05-19/036,1,5590210731,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.04,1.9,,50,984.36,1047.57,-63.23,1840027,
2026-05-19/036,2,4995139656,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.05,1.9,,50,1433.29,1506.10,-72.82,2236490,
2026-05-19/036,3,6003395520,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.06,1.9,,50,1626.98,1779.23,-92.27,2570097,
2026-05-19/036,4,4423463824,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.07,1.9,,50,1893.99,1893.99,0,2863760,мешок ноль
2026-05-19/037,1,5016102490,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.08,1.9,,50,2052.33,2052.33,0,3191901,мешок ноль
2026-05-19/037,2,4453608809,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.04,2.0,,50,983.10,1044.27,-61.17,1843109,
2026-05-19/037,3,5187866925,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.09,1.9,,50,2177.85,2216.76,-38.91,3557472,
2026-05-19/037,4,6317686548,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.06,2.0,,50,1622.30,1716.70,-94.40,2592650,
2026-05-19/039,1,4499935186,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.1,2.0,,50,2184.59,2229.71,-45.12,4012568,
2026-05-19/039,2,5092843033,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.1,1.9,,50,2092.50,2131.94,-39.44,3934017,
2026-05-19/039,3,5900626690,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.11,1.9,,50,2283.81,2330.65,-46.84,4245330,
2026-05-19/039,4,4838413301,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.09,1.9,,55,2133.83,2168.44,-34.61,3511381,
2026-05-19/041,1,6015255114,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.09,1.9,,80,2286.54,2419.83,-133.29,3911041,
2026-05-19/041,2,6359519029,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.09,1.9,,60,2342.14,2342.14,0,3543707,мешок ноль
2026-05-19/041,3,4620942220,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.09,1.9,,60,2332.52,2332.52,0,3595698,мешок ноль
2026-05-19/041,4,5628923081,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.09,1.9,,55,2181.04,2215.65,-34.61,3552056,
2026-05-19/042,1,6192296164,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.09,1.9,,65,2263.87,2263.87,0,3673718,мешок ноль
2026-05-19/042,2,5054718179,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.09,1.9,,55,2243.81,2278.42,-34.61,3587122,
2026-05-19/042,3,5175106751,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.09,1.9,,65,2330.36,2330.36,0,3699680,мешок ноль
2026-05-19/042,4,6332085980,ETHUSDT,INDICATOR,Short,1.4,0.1,5000,0.01,0.09,1.9,,60,2324.06,2358.67,-34.61,3590401,
2026-06-28/172554,1,6008504441,BTCUSDT,DYNAMIC,Auto,,0.3,100,,0.01,1.1,,0,9097.48,16362.86,-7265.38,0,ФОРВАРД offset0.5
2026-06-28/172639,2,5017910760,BTCUSDT,DYNAMIC,Auto,,0.3,100,,0.03,1.1,,0,-18110.38,8268.29,-26378.67,0,ФОРВАРД offset0.05 МИНУС
2026-06-28/172656,3,6431251116,BTCUSDT,DYNAMIC,Auto,,0.3,100,,0.02,1.1,,0,-18277.78,7958.84,-26236.32,0,ФОРВАРД offset0.6 МИНУС
2026-06-28/172735,4,5260383556,BTCUSDT,DYNAMIC,Auto,,0.2,100,,0.02,1.1,,0,-26867.52,10042.31,-36909.83,0,ФОРВАРД offset0.6 МИНУС
2026-06-28/172744,1,5827421309,BTCUSDT,DYNAMIC,Auto,,0.4,100,,0.02,1.1,,0,-13637.69,6407.02,-20044.81,0,ФОРВАРД offset0.5 МИНУС
2026-06-28/172908,2,4766868835,BTCUSDT,DYNAMIC,Auto,,0.4,100,,0.02,1.1,,0,-15969.85,7502.4,-23472.25,0,ФОРВАРД offset0.5 МИНУС
2026-06-28/172917,3,5687921424,BTCUSDT,DYNAMIC,Auto,,0.3,100,,0.02,1.1,,0,-32904.42,8925,-41829.42,0,ФОРВАРД offset0.6 МИНУС
2026-06-28/172951,4,4696068693,BTCUSDT,DYNAMIC,Auto,,0.2,100,,0.02,1.1,,0,-34079.26,8576.6,-42655.86,0,ФОРВАРД offset0.7 ХУДШИЙ АРХИВА
2026-06-28/172957,1,4600048643,BTCUSDT,DYNAMIC,Auto,,0.4,100,,0.02,1.1,,0,-15224.78,7455.46,-22680.24,0,ФОРВАРД offset0.7 МИНУС
2026-06-28/173034,2,5502548517,BTCUSDT,DYNAMIC,Auto,,0.5,100,,0.02,1.1,,0,-13153.22,6034.84,-19188.06,0,ФОРВАРД offset0.5 МИНУС
2026-06-28/173050,3,4791798854,BTCUSDT,DYNAMIC,Auto,,0.6,100,,0.02,1.1,,0,-9660.89,4942.08,-14602.97,0,ФОРВАРД offset0.7 МИНУС
2026-06-28/173223,4,5493427019,BTCUSDT,DYNAMIC,Auto,,0.3,100,,0.02,1.1,,0,-11477.52,5262.36,-16739.68,0,ФОРВАРД offset0.7 МИНУС
2026-06-28/173546,1,4592774703,BTCUSDT,DYNAMIC,Auto,,0.5,200,,0.02,1.1,,0,-3660.94,1306.46,-4967.4,0,ФОРВАРД offset0.5 200орд
2026-06-28/173552,2,5774578437,BTCUSDT,DYNAMIC,Auto,,0.3,200,,0.02,1.1,,0,-5247.85,2071.06,-7318.91,0,ФОРВАРД offset0.7 200орд
2026-06-28/173630,3,4951246475,BTCUSDT,DYNAMIC,Auto,,0.3,200,,0.02,1.1,,0,-5160.4,2162.36,-7322.76,0,ФОРВАРД offset0.5 200орд
2026-06-28/173637,4,4597421230,BTCUSDT,DYNAMIC,Auto,,0.4,200,,0.02,1.1,,0,-4601.56,1608.3,-6209.86,0,ФОРВАРД offset0.5 200орд Finished
2026-06-28/174404,1,5193880869,BTCUSDT,DYNAMIC,Auto,,0.3,200,,0.005,1.1,,0,859.53,4665.71,-3805.58,0,ФОРВАРД offset0.4 200орд ПЛЮС Finished
2026-06-28/174412,2,5824263499,BTCUSDT,DYNAMIC,Auto,,0.2,200,,0.005,1.1,,0,981.02,6497.75,-5516.73,0,ФОРВАРД offset0.4 ПЛЮС
2026-06-28/174447,3,4297137975,BTCUSDT,DYNAMIC,Auto,,0.2,200,,0.005,1.1,,0,3391.11,6850.01,-3258.91,0,ФОРВАРД offset0.4 ПЛЮС Finished
2026-06-28/174500,4,4359813824,BTCUSDT,DYNAMIC,Auto,,0.3,200,,0.005,1.1,,0,2456.55,4588.02,-2131.47,0,ФОРВАРД offset0.4 ПЛЮС
2026-06-28/174549,1,4464606822,BTCUSDT,DYNAMIC,Auto,,0.2,200,,0.005,1.1,,0,-6220.97,2620.68,-8841.85,0,ФОРВАРД offset0.4 МИНУС
2026-06-28/174719,2,4924589751,BTCUSDT,DYNAMIC,Auto,,0.2,200,,0.005,1.1,,0,-6227.67,2609.66,-8837.33,0,ФОРВАРД offset0.4 МИНУС
2026-06-28/174732,3,5763144829,BTCUSDT,DYNAMIC,Auto,,0.3,200,,0.005,1.1,,0,2340.97,5134.27,-2793.3,0,ФОРВАРД offset0.4 ПЛЮС
2026-06-28/174842,4,6143279353,BTCUSDT,DYNAMIC,Auto,,0.3,200,,0.005,1.1,,0,2622.37,5401.24,-2778.87,0,ФОРВАРД offset0.4 ПЛЮС Finished
2026-06-28/174849,1,5515194591,BTCUSDT,DYNAMIC,Auto,,0.3,200,,0.005,1.1,,0,-4928.97,2099.68,-7028.65,0,ФОРВАРД offset0.4 МИНУС
2026-06-28/174941,2,4581281009,BTCUSDT,DYNAMIC,Auto,,0.3,200,,0.005,1.1,,0,2465.76,5674.3,-3208.6,0,ФОРВАРД offset0.4 ПЛЮС Finished
2026-06-28/174949,3,4944230938,BTCUSDT,DYNAMIC,Auto,,0.3,200,,0.005,1.1,,0,-5221.11,2109.87,-7330.98,0,ФОРВАРД offset0.4 МИНУС Finished
2026-06-28/193627,4,5906899946,BTCUSDT,DYNAMIC,Auto,,0.3,200,,0.005,1.1,,0,-852.53,411.01,-1263.54,0,ФОРВАРД offset0.5 стоп%profit МИНУС
2026-06-28/193721,1,5479268442,BTCUSDT,DYNAMIC,Auto,,0.3,200,,0.005,1.1,,0,-899.84,-610.97,-288.87,0,ФОРВАРД offset0.5 стоп-2000%/2500% МИНУС реализован
2026-06-28/193752,2,5084944966,BTCUSDT,DYNAMIC,Auto,,0.3,200,,0.005,1.1,,0,-900.36,-607.56,-292.8,0,ФОРВАРД offset0.5 стоп МИНУС реализован
2026-06-28/200927,3,5025395589,BTCUSDT,INDICATOR,Short,1.5,0.06,220,0.001,0.003,1.3,0.34,0,-4601.18,976.87,-5578.05,0,дубль-подтверждение прежней записи
2026-06-28/201646,1,6167468324,BTCUSDT,DYNAMIC,Auto,,0.3,200,,0.02,1.1,,0,-904.43,-611.63,-292.8,0,ФОРВАРД target0.33 стоп%profit МИНУС реализован
2026-06-28/203748,1,5908799900,BTCUSDT,DYNAMIC,Auto,,0.3,200,,0.02,1.1,,0,-8551.8,3722.06,-12273.86,0,ФОРВАРД target0.39 дубль-подтверждение
2026-06-28/203809,2,5301557176,BTCUSDT,DYNAMIC,Auto,,0.3,200,,0.02,1.1,,0,-3319.15,-2978.9,-340.25,0,ФОРВАРД target0.41 дубль-подтверждение
2026-06-28/204851,4,5053890175,BTCUSDT,DYNAMIC,Auto,,0.3,200,,0.02,1.1,,0,-2974.72,1888.68,-4863.4,0,ФОРВАРД target0.39 близкий МИНУС
2026-06-28/205209,4,5506870074,BTCUSDT,DYNAMIC,Auto,,0.3,200,,0.02,1.1,,0,-8490.63,3783.23,-12273.86,0,ФОРВАРД МИНУС повтор паттерна
2026-06-28/212445,2,4361974086,BTCUSDT,DYNAMIC,Auto,,0.3,200,,0.02,1.1,,0,1215.62,1215.62,0,0,ФОРВАРД target0.58 ПЛЮС мешок ноль
2026-06-28/212936,4,4377098744,BTCUSDT,DYNAMIC,Auto,,0.3,200,,0.02,1.1,,0,1068.12,1068.12,0,0,ФОРВАРД target0.58 ПЛЮС мешок ноль
