n,hit,net,per_year,pos_years,method,price,fast,slow,anchor,beats_base
63,49.2,-0.013,"{2024: np.float64(0.221), 2025: np.float64(0.02), 2026: np.float64(-0.789)}",2,LWMA,close,100,200,—,False
61,47.5,-0.119,"{2024: np.float64(0.026), 2025: np.float64(0.02), 2026: None}",2,LWMA,close,100,200,MA200,False
1432,51.1,-0.126,"{2024: np.float64(-0.21), 2025: np.float64(-0.062), 2026: np.float64(-0.042)}",0,SMA,median,7,12,—,False
729,50.1,-0.122,"{2024: np.float64(-0.174), 2025: np.float64(-0.125), 2026: np.float64(0.043)}",1,SMA,median,7,12,MA200,False
1393,50.3,-0.13,"{2024: np.float64(-0.201), 2025: np.float64(-0.09), 2026: np.float64(-0.027)}",0,SMA,median,7,13,—,False
712,49.4,-0.15,"{2024: np.float64(-0.27), 2025: np.float64(-0.124), 2026: np.float64(0.132)}",1,SMA,median,7,13,MA200,False
1307,50.1,-0.165,"{2024: np.float64(-0.232), 2025: np.float64(-0.133), 2026: np.float64(-0.046)}",0,SMA,median,7,14,—,False
664,47.7,-0.211,"{2024: np.float64(-0.314), 2025: np.float64(-0.219), 2026: np.float64(0.118)}",1,SMA,median,7,14,MA200,False
1001,50.2,-0.158,"{2024: np.float64(-0.246), 2025: np.float64(-0.123), 2026: np.float64(0.017)}",1,SMA,median,7,21,—,False
509,50.3,-0.107,"{2024: np.float64(-0.208), 2025: np.float64(-0.133), 2026: np.float64(0.312)}",1,SMA,median,7,21,MA200,False
708,48.0,-0.274,"{2024: np.float64(-0.332), 2025: np.float64(-0.289), 2026: np.float64(-0.047)}",0,SMA,median,7,34,—,False
375,46.4,-0.299,"{2024: np.float64(-0.291), 2025: np.float64(-0.436), 2026: np.float64(0.098)}",1,SMA,median,7,34,MA200,False
526,47.9,-0.187,"{2024: np.float64(-0.282), 2025: np.float64(-0.22), 2026: np.float64(0.201)}",1,SMA,median,7,55,—,False
292,45.9,-0.233,"{2024: np.float64(-0.353), 2025: np.float64(-0.349), 2026: np.float64(0.466)}",1,SMA,median,7,55,MA200,False
427,46.8,-0.247,"{2024: np.float64(-0.329), 2025: np.float64(-0.329), 2026: np.float64(0.281)}",1,SMA,median,7,77,—,False
255,45.9,-0.367,"{2024: np.float64(-0.57), 2025: np.float64(-0.341), 2026: np.float64(0.198)}",1,SMA,median,7,77,MA200,False
418,46.2,-0.251,"{2024: np.float64(-0.308), 2025: np.float64(-0.362), 2026: np.float64(0.315)}",1,SMA,median,7,89,—,False
262,45.0,-0.42,"{2024: np.float64(-0.524), 2025: np.float64(-0.546), 2026: np.float64(0.358)}",1,SMA,median,7,89,MA200,False
381,47.2,-0.242,"{2024: np.float64(-0.319), 2025: np.float64(-0.276), 2026: np.float64(0.12)}",1,SMA,median,7,100,—,False
239,46.0,-0.401,"{2024: np.float64(-0.476), 2025: np.float64(-0.482), 2026: np.float64(0.127)}",1,SMA,median,7,100,MA200,False
252,45.6,-0.253,"{2024: np.float64(-0.039), 2025: np.float64(-0.47), 2026: np.float64(-0.04)}",0,SMA,median,7,200,—,False
213,47.9,-0.1,"{2024: np.float64(0.209), 2025: np.float64(-0.346), 2026: np.float64(-0.014)}",1,SMA,median,7,200,MA200,False
291,49.1,-0.319,"{2024: np.float64(-0.208), 2025: np.float64(-0.508), 2026: np.float64(-0.247)}",0,SMA,median,12,13,—,False
157,50.3,-0.257,"{2024: np.float64(-0.082), 2025: np.float64(-0.644), 2026: np.float64(-0.082)}",0,SMA,median,12,13,MA200,False
741,49.0,-0.166,"{2024: np.float64(-0.193), 2025: np.float64(-0.205), 2026: np.float64(0.017)}",1,SMA,median,12,14,—,False
381,47.8,-0.202,"{2024: np.float64(-0.068), 2025: np.float64(-0.464), 2026: np.float64(0.044)}",1,SMA,median,12,14,MA200,False
862,50.9,-0.146,"{2024: np.float64(-0.252), 2025: np.float64(-0.085), 2026: np.float64(0.017)}",1,SMA,median,12,21,—,False
449,47.4,-0.153,"{2024: np.float64(-0.28), 2025: np.float64(-0.061), 2026: np.float64(-0.014)}",0,SMA,median,12,21,MA200,False
601,48.3,-0.284,"{2024: np.float64(-0.309), 2025: np.float64(-0.323), 2026: np.float64(-0.08)}",0,SMA,median,12,34,—,False
320,47.5,-0.232,"{2024: np.float64(-0.266), 2025: np.float64(-0.361), 2026: np.float64(0.274)}",1,SMA,median,12,34,MA200,False
426,45.8,-0.287,"{2024: np.float64(-0.351), 2025: np.float64(-0.403), 2026: np.float64(0.363)}",1,SMA,median,12,55,—,False
244,41.8,-0.424,"{2024: np.float64(-0.533), 2025: np.float64(-0.502), 2026: np.float64(0.422)}",1,SMA,median,12,55,MA200,False
343,49.0,-0.197,"{2024: np.float64(-0.114), 2025: np.float64(-0.468), 2026: np.float64(0.613)}",1,SMA,median,12,77,—,False
215,47.9,-0.201,"{2024: np.float64(-0.162), 2025: np.float64(-0.504), 2026: np.float64(1.078)}",1,SMA,median,12,77,MA200,False
325,48.9,-0.247,"{2024: np.float64(-0.216), 2025: np.float64(-0.493), 2026: np.float64(0.716)}",1,SMA,median,12,89,—,False
207,43.5,-0.44,"{2024: np.float64(-0.328), 2025: np.float64(-0.775), 2026: np.float64(0.779)}",1,SMA,median,12,89,MA200,False
302,46.7,-0.253,"{2024: np.float64(-0.158), 2025: np.float64(-0.423), 2026: np.float64(0.124)}",1,SMA,median,12,100,—,False
202,46.5,-0.325,"{2024: np.float64(-0.193), 2025: np.float64(-0.559), 2026: np.float64(0.293)}",1,SMA,median,12,100,MA200,False
199,45.2,-0.32,"{2024: np.float64(-0.141), 2025: np.float64(-0.59), 2026: np.float64(0.148)}",1,SMA,median,12,200,—,False
174,45.4,-0.301,"{2024: np.float64(0.024), 2025: np.float64(-0.649), 2026: np.float64(0.107)}",2,SMA,median,12,200,MA200,False
236,50.0,-0.139,"{2024: np.float64(-0.1), 2025: np.float64(-0.352), 2026: np.float64(0.195)}",1,SMA,median,13,14,—,False
135,48.9,-0.11,"{2024: np.float64(0.008), 2025: np.float64(-0.532), 2026: np.float64(0.409)}",2,SMA,median,13,14,MA200,False
825,50.7,-0.169,"{2024: np.float64(-0.249), 2025: np.float64(-0.132), 2026: np.float64(-0.031)}",0,SMA,median,13,21,—,False
430,47.7,-0.285,"{2024: np.float64(-0.479), 2025: np.float64(-0.157), 2026: np.float64(-0.051)}",0,SMA,median,13,21,MA200,False
586,48.3,-0.253,"{2024: np.float64(-0.288), 2025: np.float64(-0.285), 2026: np.float64(-0.047)}",0,SMA,median,13,34,—,False
315,47.9,-0.246,"{2024: np.float64(-0.253), 2025: np.float64(-0.47), 2026: np.float64(0.429)}",1,SMA,median,13,34,MA200,False
414,47.3,-0.247,"{2024: np.float64(-0.269), 2025: np.float64(-0.397), 2026: np.float64(0.401)}",1,SMA,median,13,55,—,False
242,44.2,-0.392,"{2024: np.float64(-0.46), 2025: np.float64(-0.53), 2026: np.float64(0.521)}",1,SMA,median,13,55,MA200,False
332,49.7,-0.154,"{2024: np.float64(-0.061), 2025: np.float64(-0.412), 2026: np.float64(0.585)}",1,SMA,median,13,77,—,False
206,48.1,-0.216,"{2024: np.float64(-0.099), 2025: np.float64(-0.565), 2026: np.float64(1.049)}",1,SMA,median,13,77,MA200,False
310,50.6,-0.201,"{2024: np.float64(-0.176), 2025: np.float64(-0.405), 2026: np.float64(0.537)}",1,SMA,median,13,89,—,False
202,47.0,-0.356,"{2024: np.float64(-0.287), 2025: np.float64(-0.647), 2026: np.float64(0.715)}",1,SMA,median,13,89,MA200,False
273,48.4,-0.188,"{2024: np.float64(-0.107), 2025: np.float64(-0.269), 2026: np.float64(-0.107)}",0,SMA,median,13,100,—,False
181,45.9,-0.35,"{2024: np.float64(-0.327), 2025: np.float64(-0.424), 2026: np.float64(-0.127)}",0,SMA,median,13,100,MA200,False
197,45.2,-0.337,"{2024: np.float64(-0.164), 2025: np.float64(-0.611), 2026: np.float64(0.117)}",1,SMA,median,13,200,—,False
177,45.2,-0.41,"{2024: np.float64(-0.238), 2025: np.float64(-0.687), 2026: np.float64(0.088)}",1,SMA,median,13,200,MA200,False
779,49.3,-0.19,"{2024: np.float64(-0.297), 2025: np.float64(-0.146), 2026: np.float64(0.009)}",1,SMA,median,14,21,—,False
415,47.0,-0.298,"{2024: np.float64(-0.468), 2025: np.float64(-0.163), 2026: np.float64(-0.15)}",0,SMA,median,14,21,MA200,False
572,47.7,-0.267,"{2024: np.float64(-0.207), 2025: np.float64(-0.38), 2026: np.float64(-0.129)}",0,SMA,median,14,34,—,False
306,47.7,-0.238,"{2024: np.float64(-0.13), 2025: np.float64(-0.567), 2026: np.float64(0.37)}",1,SMA,median,14,34,MA200,False
411,48.7,-0.244,"{2024: np.float64(-0.286), 2025: np.float64(-0.393), 2026: np.float64(0.478)}",1,SMA,median,14,55,—,False
243,45.7,-0.37,"{2024: np.float64(-0.488), 2025: np.float64(-0.502), 2026: np.float64(0.831)}",1,SMA,median,14,55,MA200,False
323,48.9,-0.15,"{2024: np.float64(-0.151), 2025: np.float64(-0.367), 2026: np.float64(0.674)}",1,SMA,median,14,77,—,False
200,47.5,-0.119,"{2024: np.float64(-0.103), 2025: np.float64(-0.442), 2026: np.float64(1.111)}",1,SMA,median,14,77,MA200,False
292,49.7,-0.067,"{2024: np.float64(-0.032), 2025: np.float64(-0.293), 2026: np.float64(0.686)}",1,SMA,median,14,89,—,False
187,46.0,-0.201,"{2024: np.float64(-0.142), 2025: np.float64(-0.492), 2026: np.float64(0.759)}",1,SMA,median,14,89,MA200,False
263,49.0,-0.106,"{2024: np.float64(0.117), 2025: np.float64(-0.266), 2026: np.float64(-0.143)}",1,SMA,median,14,100,—,False
174,47.7,-0.249,"{2024: np.float64(-0.223), 2025: np.float64(-0.331), 2026: np.float64(-0.004)}",0,SMA,median,14,100,MA200,False
196,44.4,-0.328,"{2024: np.float64(-0.077), 2025: np.float64(-0.563), 2026: np.float64(-0.131)}",0,SMA,median,14,200,—,False
175,44.6,-0.391,"{2024: np.float64(-0.176), 2025: np.float64(-0.613), 2026: np.float64(-0.142)}",0,SMA,median,14,200,MA200,False
497,48.9,-0.261,"{2024: np.float64(-0.153), 2025: np.float64(-0.404), 2026: np.float64(-0.176)}",0,SMA,median,21,34,—,False
279,47.0,-0.278,"{2024: np.float64(-0.012), 2025: np.float64(-0.712), 2026: np.float64(0.197)}",1,SMA,median,21,34,MA200,False
336,51.2,-0.213,"{2024: np.float64(-0.167), 2025: np.float64(-0.5), 2026: np.float64(0.605)}",1,SMA,median,21,55,—,False
206,51.5,-0.146,"{2024: np.float64(0.034), 2025: np.float64(-0.58), 2026: np.float64(0.905)}",2,SMA,median,21,55,MA200,False
283,49.1,-0.084,"{2024: np.float64(-0.138), 2025: np.float64(-0.22), 2026: np.float64(0.557)}",1,SMA,median,21,77,—,False
174,50.0,-0.074,"{2024: np.float64(-0.022), 2025: np.float64(-0.392), 2026: np.float64(0.838)}",1,SMA,median,21,77,MA200,False
245,50.6,0.022,"{2024: np.float64(0.15), 2025: np.float64(-0.146), 2026: np.float64(0.234)}",2,SMA,median,21,89,—,False
163,49.7,-0.008,"{2024: np.float64(0.341), 2025: np.float64(-0.348), 2026: np.float64(0.195)}",2,SMA,median,21,89,MA200,False
239,46.0,-0.154,"{2024: np.float64(0.131), 2025: np.float64(-0.35), 2026: np.float64(-0.199)}",1,SMA,median,21,100,—,False
166,45.2,-0.305,"{2024: np.float64(-0.093), 2025: np.float64(-0.544), 2026: np.float64(-0.044)}",0,SMA,median,21,100,MA200,False
162,41.4,-0.343,"{2024: np.float64(-0.227), 2025: np.float64(-0.528), 2026: np.float64(-0.043)}",0,SMA,median,21,200,—,False
148,39.9,-0.406,"{2024: np.float64(-0.352), 2025: np.float64(-0.536), 2026: np.float64(-0.129)}",0,SMA,median,21,200,MA200,False
291,51.5,-0.021,"{2024: np.float64(-0.218), 2025: np.float64(-0.096), 2026: np.float64(0.844)}",1,SMA,median,34,55,—,False
171,51.5,-0.143,"{2024: np.float64(-0.178), 2025: np.float64(-0.462), 2026: np.float64(1.085)}",1,SMA,median,34,55,MA200,False
230,53.0,0.045,"{2024: np.float64(0.023), 2025: np.float64(-0.077), 2026: np.float64(0.498)}",2,SMA,median,34,77,—,False
153,49.7,-0.052,"{2024: np.float64(0.083), 2025: np.float64(-0.373), 2026: np.float64(0.608)}",2,SMA,median,34,77,MA200,False
201,52.2,0.059,"{2024: np.float64(0.15), 2025: np.float64(-0.077), 2026: np.float64(0.263)}",2,SMA,median,34,89,—,False
138,49.3,-0.065,"{2024: np.float64(0.148), 2025: np.float64(-0.431), 2026: np.float64(0.486)}",2,SMA,median,34,89,MA200,False
198,51.0,-0.025,"{2024: np.float64(0.084), 2025: np.float64(-0.161), 2026: np.float64(0.11)}",2,SMA,median,34,100,—,False
136,54.4,-0.071,"{2024: np.float64(0.037), 2025: np.float64(-0.337), 2026: np.float64(0.481)}",2,SMA,median,34,100,MA200,False
132,54.5,0.03,"{2024: np.float64(0.465), 2025: np.float64(-0.444), 2026: np.float64(0.312)}",2,SMA,median,34,200,—,False
118,53.4,-0.069,"{2024: np.float64(0.447), 2025: np.float64(-0.661), 2026: np.float64(0.312)}",2,SMA,median,34,200,MA200,False
174,50.6,0.096,"{2024: np.float64(0.199), 2025: np.float64(-0.05), 2026: np.float64(0.182)}",2,SMA,median,55,77,—,False
105,48.6,-0.055,"{2024: np.float64(-0.041), 2025: np.float64(-0.362), 2026: np.float64(0.838)}",1,SMA,median,55,77,MA200,False
155,44.5,-0.091,"{2024: np.float64(0.14), 2025: np.float64(-0.115), 2026: np.float64(-0.685)}",1,SMA,median,55,89,—,False
103,45.6,-0.131,"{2024: np.float64(-0.079), 2025: np.float64(-0.079), 2026: np.float64(-0.374)}",0,SMA,median,55,89,MA200,False
154,53.2,0.149,"{2024: np.float64(0.636), 2025: np.float64(-0.028), 2026: np.float64(-0.46)}",1,SMA,median,55,100,—,True
110,53.6,0.046,"{2024: np.float64(0.193), 2025: np.float64(-0.007), 2026: np.float64(-0.138)}",1,SMA,median,55,100,MA200,False
99,51.5,0.015,"{2024: np.float64(0.522), 2025: np.float64(-0.296), 2026: np.float64(-0.42)}",1,SMA,median,55,200,—,False
90,53.3,0.057,"{2024: np.float64(0.599), 2025: np.float64(-0.233), 2026: np.float64(-0.42)}",1,SMA,median,55,200,MA200,False
101,50.5,0.005,"{2024: np.float64(-0.023), 2025: np.float64(-0.049), 2026: np.float64(0.199)}",1,SMA,median,77,89,—,False
64,43.8,-0.156,"{2024: np.float64(-0.355), 2025: np.float64(-0.055), 2026: None}",0,SMA,median,77,89,MA200,False
116,48.3,-0.057,"{2024: np.float64(0.045), 2025: np.float64(0.121), 2026: np.float64(-0.823)}",2,SMA,median,77,100,—,False
79,50.6,0.019,"{2024: np.float64(0.06), 2025: np.float64(0.144), 2026: np.float64(-0.45)}",2,SMA,median,77,100,MA200,False
83,53.0,0.099,"{2024: np.float64(-0.074), 2025: np.float64(0.498), 2026: np.float64(-0.242)}",1,SMA,median,77,200,—,False
71,52.1,-0.022,"{2024: np.float64(-0.013), 2025: np.float64(0.029), 2026: np.float64(-0.177)}",1,SMA,median,77,200,MA200,False
74,45.9,-0.184,"{2024: np.float64(-0.036), 2025: np.float64(-0.469), 2026: np.float64(0.188)}",1,SMA,median,89,100,—,False
41,48.8,-0.479,"{2024: np.float64(-0.648), 2025: np.float64(-0.532), 2026: None}",0,SMA,median,89,100,MA200,False
79,50.6,0.1,"{2024: np.float64(0.19), 2025: np.float64(0.37), 2026: np.float64(-0.759)}",2,SMA,median,89,200,—,False
66,50.0,-0.034,"{2024: np.float64(0.103), 2025: np.float64(0.085), 2026: None}",2,SMA,median,89,200,MA200,False
73,52.1,0.235,"{2024: np.float64(0.243), 2025: np.float64(0.492), 2026: np.float64(-0.536)}",2,SMA,median,100,200,—,True
66,50.0,0.17,"{2024: np.float64(0.163), 2025: np.float64(0.355), 2026: None}",2,SMA,median,100,200,MA200,True
689,54.3,0.002,"{2024: np.float64(-0.039), 2025: np.float64(0.035), 2026: np.float64(0.026)}",2,EMA,median,7,12,—,False
347,54.2,0.063,"{2024: np.float64(0.173), 2025: np.float64(-0.088), 2026: np.float64(0.167)}",2,EMA,median,7,12,MA200,False
710,52.7,-0.031,"{2024: np.float64(-0.075), 2025: np.float64(0.016), 2026: np.float64(-0.032)}",1,EMA,median,7,13,—,False
357,53.5,0.056,"{2024: np.float64(0.083), 2025: np.float64(-0.011), 2026: np.float64(0.173)}",2,EMA,median,7,13,MA200,False
728,52.7,-0.045,"{2024: np.float64(-0.12), 2025: np.float64(0.022), 2026: np.float64(-0.007)}",1,EMA,median,7,14,—,False
364,53.6,0.048,"{2024: np.float64(0.112), 2025: np.float64(-0.021), 2026: np.float64(0.053)}",2,EMA,median,7,14,MA200,False
750,51.3,-0.097,"{2024: np.float64(-0.104), 2025: np.float64(-0.111), 2026: np.float64(-0.031)}",0,EMA,median,7,21,—,False
374,49.5,-0.167,"{2024: np.float64(-0.064), 2025: np.float64(-0.308), 2026: np.float64(-0.067)}",0,EMA,median,7,21,MA200,False
633,48.8,-0.171,"{2024: np.float64(-0.138), 2025: np.float64(-0.279), 2026: np.float64(0.079)}",1,EMA,median,7,34,—,False
346,48.6,-0.135,"{2024: np.float64(0.132), 2025: np.float64(-0.41), 2026: np.float64(-0.041)}",1,EMA,median,7,34,MA200,False
534,46.8,-0.262,"{2024: np.float64(-0.24), 2025: np.float64(-0.384), 2026: np.float64(0.089)}",1,EMA,median,7,55,—,False
313,43.8,-0.293,"{2024: np.float64(0.017), 2025: np.float64(-0.684), 2026: np.float64(0.146)}",2,EMA,median,7,55,MA200,False
443,48.3,-0.193,"{2024: np.float64(-0.136), 2025: np.float64(-0.301), 2026: np.float64(0.028)}",1,EMA,median,7,77,—,False
279,48.4,-0.286,"{2024: np.float64(-0.24), 2025: np.float64(-0.41), 2026: np.float64(0.024)}",1,EMA,median,7,77,MA200,False
392,48.7,-0.175,"{2024: np.float64(-0.096), 2025: np.float64(-0.31), 2026: np.float64(0.08)}",1,EMA,median,7,89,—,False
261,47.5,-0.344,"{2024: np.float64(-0.299), 2025: np.float64(-0.431), 2026: np.float64(-0.149)}",0,EMA,median,7,89,MA200,False
376,50.3,-0.236,"{2024: np.float64(-0.195), 2025: np.float64(-0.376), 2026: np.float64(0.132)}",1,EMA,median,7,100,—,False
257,49.4,-0.32,"{2024: np.float64(-0.308), 2025: np.float64(-0.446), 2026: np.float64(0.09)}",1,EMA,median,7,100,MA200,False
263,51.0,-0.131,"{2024: np.float64(-0.029), 2025: np.float64(-0.243), 2026: np.float64(-0.09)}",0,EMA,median,7,200,—,False
263,51.0,-0.131,"{2024: np.float64(-0.029), 2025: np.float64(-0.243), 2026: np.float64(-0.09)}",0,EMA,median,7,200,MA200,False
84,61.9,0.642,"{2024: np.float64(0.953), 2025: np.float64(0.287), 2026: np.float64(0.537)}",3,EMA,median,12,14,—,True
49,55.1,0.313,"{2024: np.float64(0.671), 2025: np.float64(-0.137), 2026: None}",1,EMA,median,12,14,MA200,True
396,49.7,-0.035,"{2024: np.float64(0.081), 2025: np.float64(-0.296), 2026: np.float64(0.347)}",2,EMA,median,12,21,—,False
221,49.3,-0.047,"{2024: np.float64(0.09), 2025: np.float64(-0.328), 2026: np.float64(0.329)}",2,EMA,median,12,21,MA200,False
456,47.1,-0.271,"{2024: np.float64(-0.281), 2025: np.float64(-0.425), 2026: np.float64(0.291)}",1,EMA,median,12,34,—,False
259,45.2,-0.266,"{2024: np.float64(-0.137), 2025: np.float64(-0.648), 2026: np.float64(0.709)}",1,EMA,median,12,34,MA200,False
395,47.3,-0.239,"{2024: np.float64(-0.278), 2025: np.float64(-0.307), 2026: np.float64(0.092)}",1,EMA,median,12,55,—,False
243,44.9,-0.425,"{2024: np.float64(-0.393), 2025: np.float64(-0.534), 2026: np.float64(-0.117)}",0,EMA,median,12,55,MA200,False
341,47.2,-0.188,"{2024: np.float64(-0.178), 2025: np.float64(-0.32), 2026: np.float64(0.238)}",1,EMA,median,12,77,—,False
228,44.7,-0.355,"{2024: np.float64(-0.527), 2025: np.float64(-0.377), 2026: np.float64(0.199)}",1,EMA,median,12,77,MA200,False
311,47.3,-0.186,"{2024: np.float64(-0.04), 2025: np.float64(-0.389), 2026: np.float64(0.16)}",1,EMA,median,12,89,—,False
220,43.6,-0.356,"{2024: np.float64(-0.253), 2025: np.float64(-0.575), 2026: np.float64(0.19)}",1,EMA,median,12,89,MA200,False
299,50.2,-0.153,"{2024: np.float64(0.073), 2025: np.float64(-0.394), 2026: np.float64(0.13)}",2,EMA,median,12,100,—,False
221,46.6,-0.269,"{2024: np.float64(-0.095), 2025: np.float64(-0.489), 2026: np.float64(0.051)}",1,EMA,median,12,100,MA200,False
201,50.7,-0.12,"{2024: np.float64(0.12), 2025: np.float64(-0.274), 2026: np.float64(-0.334)}",1,EMA,median,12,200,—,False
201,50.7,-0.12,"{2024: np.float64(0.12), 2025: np.float64(-0.274), 2026: np.float64(-0.334)}",1,EMA,median,12,200,MA200,False
341,50.4,-0.02,"{2024: np.float64(0.123), 2025: np.float64(-0.336), 2026: np.float64(0.396)}",2,EMA,median,13,21,—,False
186,49.5,-0.048,"{2024: np.float64(0.14), 2025: np.float64(-0.352), 2026: np.float64(0.242)}",2,EMA,median,13,21,MA200,False
420,46.4,-0.265,"{2024: np.float64(-0.225), 2025: np.float64(-0.484), 2026: np.float64(0.355)}",1,EMA,median,13,34,—,False
241,44.4,-0.301,"{2024: np.float64(-0.06), 2025: np.float64(-0.728), 2026: np.float64(0.5)}",1,EMA,median,13,34,MA200,False
376,46.3,-0.25,"{2024: np.float64(-0.326), 2025: np.float64(-0.351), 2026: np.float64(0.344)}",1,EMA,median,13,55,—,False
239,42.3,-0.426,"{2024: np.float64(-0.354), 2025: np.float64(-0.613), 2026: np.float64(0.077)}",1,EMA,median,13,55,MA200,False
324,46.0,-0.202,"{2024: np.float64(-0.108), 2025: np.float64(-0.415), 2026: np.float64(0.335)}",1,EMA,median,13,77,—,False
220,41.8,-0.446,"{2024: np.float64(-0.423), 2025: np.float64(-0.62), 2026: np.float64(0.218)}",1,EMA,median,13,77,MA200,False
307,48.2,-0.193,"{2024: np.float64(-0.036), 2025: np.float64(-0.366), 2026: np.float64(0.019)}",1,EMA,median,13,89,—,False
218,45.0,-0.321,"{2024: np.float64(-0.239), 2025: np.float64(-0.463), 2026: np.float64(-0.035)}",0,EMA,median,13,89,MA200,False
283,49.1,-0.144,"{2024: np.float64(0.053), 2025: np.float64(-0.363), 2026: np.float64(0.132)}",2,EMA,median,13,100,—,False
210,46.2,-0.253,"{2024: np.float64(-0.172), 2025: np.float64(-0.434), 2026: np.float64(0.146)}",1,EMA,median,13,100,MA200,False
191,51.8,-0.13,"{2024: np.float64(0.142), 2025: np.float64(-0.299), 2026: np.float64(-0.375)}",1,EMA,median,13,200,—,False
191,51.8,-0.13,"{2024: np.float64(0.142), 2025: np.float64(-0.299), 2026: np.float64(-0.375)}",1,EMA,median,13,200,MA200,False
276,51.4,-0.017,"{2024: np.float64(0.068), 2025: np.float64(-0.312), 2026: np.float64(0.637)}",2,EMA,median,14,21,—,False
147,51.7,0.071,"{2024: np.float64(0.285), 2025: np.float64(-0.345), 2026: np.float64(0.655)}",2,EMA,median,14,21,MA200,False
392,47.7,-0.218,"{2024: np.float64(-0.242), 2025: np.float64(-0.404), 2026: np.float64(0.454)}",1,EMA,median,14,34,—,False
227,44.9,-0.317,"{2024: np.float64(-0.154), 2025: np.float64(-0.704), 2026: np.float64(0.554)}",1,EMA,median,14,34,MA200,False
356,46.1,-0.234,"{2024: np.float64(-0.268), 2025: np.float64(-0.381), 2026: np.float64(0.38)}",1,EMA,median,14,55,—,False
229,42.4,-0.402,"{2024: np.float64(-0.428), 2025: np.float64(-0.52), 2026: np.float64(0.168)}",1,EMA,median,14,55,MA200,False
300,47.3,-0.167,"{2024: np.float64(-0.024), 2025: np.float64(-0.404), 2026: np.float64(0.329)}",1,EMA,median,14,77,—,False
211,44.5,-0.367,"{2024: np.float64(-0.327), 2025: np.float64(-0.571), 2026: np.float64(0.326)}",1,EMA,median,14,77,MA200,False
285,46.7,-0.22,"{2024: np.float64(-0.066), 2025: np.float64(-0.361), 2026: np.float64(-0.129)}",0,EMA,median,14,89,—,False
205,42.9,-0.346,"{2024: np.float64(-0.297), 2025: np.float64(-0.427), 2026: np.float64(-0.192)}",0,EMA,median,14,89,MA200,False
273,46.9,-0.219,"{2024: np.float64(0.015), 2025: np.float64(-0.5), 2026: np.float64(0.215)}",2,EMA,median,14,100,—,False
206,43.2,-0.394,"{2024: np.float64(-0.299), 2025: np.float64(-0.634), 2026: np.float64(0.217)}",1,EMA,median,14,100,MA200,False
185,50.3,-0.198,"{2024: np.float64(-0.125), 2025: np.float64(-0.223), 2026: np.float64(-0.329)}",0,EMA,median,14,200,—,False
185,50.3,-0.198,"{2024: np.float64(-0.125), 2025: np.float64(-0.223), 2026: np.float64(-0.329)}",0,EMA,median,14,200,MA200,False
196,48.5,-0.008,"{2024: np.float64(0.033), 2025: np.float64(-0.31), 2026: np.float64(0.723)}",2,EMA,median,21,34,—,False
124,43.5,-0.216,"{2024: np.float64(-0.138), 2025: np.float64(-0.468), 2026: np.float64(0.391)}",1,EMA,median,21,34,MA200,False
255,47.5,-0.162,"{2024: np.float64(-0.016), 2025: np.float64(-0.516), 2026: np.float64(0.601)}",1,EMA,median,21,55,—,False
173,43.4,-0.406,"{2024: np.float64(-0.425), 2025: np.float64(-0.663), 2026: np.float64(0.706)}",1,EMA,median,21,55,MA200,False
216,50.9,0.056,"{2024: np.float64(0.301), 2025: np.float64(-0.184), 2026: np.float64(0.215)}",2,EMA,median,21,77,—,False
156,44.9,-0.18,"{2024: np.float64(-0.178), 2025: np.float64(-0.294), 2026: np.float64(0.169)}",1,EMA,median,21,77,MA200,False
207,44.9,-0.096,"{2024: np.float64(0.125), 2025: np.float64(-0.364), 2026: np.float64(0.21)}",2,EMA,median,21,89,—,False
159,45.9,-0.112,"{2024: np.float64(-0.116), 2025: np.float64(-0.26), 2026: np.float64(0.411)}",1,EMA,median,21,89,MA200,False
204,46.1,-0.164,"{2024: np.float64(0.042), 2025: np.float64(-0.412), 2026: np.float64(0.093)}",2,EMA,median,21,100,—,False
180,45.6,-0.206,"{2024: np.float64(-0.124), 2025: np.float64(-0.396), 2026: np.float64(0.238)}",1,EMA,median,21,100,MA200,False
156,45.5,-0.241,"{2024: np.float64(0.086), 2025: np.float64(-0.459), 2026: np.float64(-0.498)}",1,EMA,median,21,200,—,False
156,45.5,-0.241,"{2024: np.float64(0.086), 2025: np.float64(-0.459), 2026: np.float64(-0.498)}",1,EMA,median,21,200,MA200,False
89,46.1,-0.027,"{2024: np.float64(-0.019), 2025: np.float64(0.076), 2026: np.float64(-0.306)}",1,EMA,median,34,55,—,False
69,40.6,-0.305,"{2024: np.float64(-0.697), 2025: np.float64(-0.05), 2026: np.float64(-0.063)}",0,EMA,median,34,55,MA200,False
135,49.6,-0.108,"{2024: np.float64(0.118), 2025: np.float64(-0.325), 2026: np.float64(-0.112)}",1,EMA,median,34,77,—,False
118,50.0,-0.137,"{2024: np.float64(0.071), 2025: np.float64(-0.388), 2026: np.float64(0.013)}",2,EMA,median,34,77,MA200,False
141,45.4,-0.097,"{2024: np.float64(0.029), 2025: np.float64(-0.364), 2026: np.float64(0.346)}",2,EMA,median,34,89,—,False
127,47.2,-0.024,"{2024: np.float64(0.057), 2025: np.float64(-0.257), 2026: np.float64(0.458)}",2,EMA,median,34,89,MA200,False
140,45.0,-0.071,"{2024: np.float64(0.264), 2025: np.float64(-0.51), 2026: np.float64(0.277)}",2,EMA,median,34,100,—,False
